"species","enc_id","sr","site","startrec","endrec","starttime","dur","n","SNR","noiselevel","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81"
"Dde",530,192000,"none","HF_20100917_223408.wav","HF_20100917_223408.wav",841,4,4,17.90646244,0,0.006072881,0.005841255,0.004991905,0.003419612,0.002193783,0.002290856,0.003303618,0.004133424,0.004422244,0.00408676,0.00322386,0.004127113,0.005613147,0.006695741,0.007608173,0.008215553,0.008467259,0.008587947,0.008914313,0.009459258,0.009982337,0.010280294,0.010320631,0.01029216,0.010537998,0.011018041,0.011333064,0.011331567,0.011530718,0.01220065,0.012814984,0.013300259,0.013790269,0.014320168,0.014823602,0.015217643,0.015459618,0.015551111,0.015529162,0.015461196,0.015427182,0.015476282,0.015591867,0.015711497,0.015781258,0.015793297,0.015820401,0.016029511,0.016474433,0.016974563,0.017361813,0.01757031,0.017578857,0.017379481,0.016975102,0.016450897,0.016096709,0.016024713,0.015954441,0.015752241,0.015472052,0.015180795,0.014896146,0.01464728,0.014546117,0.014662897,0.014916035,0.01515074,0.015238843,0.015142046,0.014899817,0.014595311,0.01432722,0.014173034,0.01413069,0.014119058,0.014089666,0.014095861,0.014188,0.014280281,0.014259081
"Dde",530,192000,"none","HF_20100917_221931.wav","HF_20100917_221931.wav",767,4,4,16.94172512,0,0.00363802,0.00089051,0.000719907,0.00237398,0.003958572,0.005000087,0.005464845,0.005251662,0.004825545,0.004886128,0.005189775,0.005466827,0.006131795,0.006885491,0.007249412,0.007324836,0.00715776,0.00718177,0.007188643,0.007767019,0.009538681,0.010897488,0.01196437,0.012922173,0.013787879,0.014559912,0.015262512,0.015928692,0.016571866,0.017178742,0.017721379,0.01817141,0.018508567,0.018723741,0.01881976,0.018818318,0.018780906,0.018797065,0.018873235,0.018896565,0.018759076,0.018416507,0.017866449,0.017136636,0.016315335,0.015599284,0.015156975,0.014915155,0.014695962,0.014363676,0.013772933,0.01265387,0.012634278,0.013981548,0.014745911,0.015093254,0.015123083,0.014871529,0.014378739,0.013701388,0.012898494,0.011977777,0.011293778,0.011772564,0.012655727,0.013261629,0.013675726,0.014000423,0.014257354,0.014394576,0.014357604,0.014118929,0.013685986,0.0131638,0.012799856,0.012670411,0.01255004,0.012232962,0.011564886,0.010317632,0.008892415
"Dde",530,192000,"none","HF_20100917_223408.wav","HF_20100917_223408.wav",36,4,6,15.74126559,0,0.001760397,0.000586792,0.000976177,0.002569314,0.002689899,0.001953189,0.002376881,0.0035574,0.005166869,0.00610323,0.006878165,0.008029226,0.00900499,0.009841997,0.010559979,0.011084776,0.01144533,0.011672161,0.011721231,0.01156211,0.011293225,0.011102301,0.010954356,0.010864252,0.011309612,0.012191139,0.013016833,0.013585805,0.013811771,0.013683818,0.013287959,0.012767769,0.012196898,0.011364622,0.010655219,0.010879112,0.011573475,0.012253208,0.012630209,0.012959671,0.013539079,0.014271863,0.015027867,0.015831556,0.016636303,0.017341809,0.017911736,0.018363628,0.018706603,0.018914831,0.018951316,0.018798125,0.018471259,0.018021068,0.017501428,0.016917828,0.016242949,0.01570544,0.015742548,0.016137064,0.016636593,0.017155739,0.017587727,0.017836905,0.017840254,0.017557737,0.016920154,0.015592886,0.014708805,0.01507496,0.014715465,0.013933664,0.012869671,0.011674857,0.010660914,0.010106341,0.009878742,0.00973455,0.009639366,0.009541662,0.009377337
"Dde",530,192000,"none","HF_20100917_223408.wav","HF_20100917_223408.wav",38,4,6,15.74126559,0,0.001760397,0.000586792,0.000976177,0.002569314,0.002689899,0.001953189,0.002376881,0.0035574,0.005166869,0.00610323,0.006878165,0.008029226,0.00900499,0.009841997,0.010559979,0.011084776,0.01144533,0.011672161,0.011721231,0.01156211,0.011293225,0.011102301,0.010954356,0.010864252,0.011309612,0.012191139,0.013016833,0.013585805,0.013811771,0.013683818,0.013287959,0.012767769,0.012196898,0.011364622,0.010655219,0.010879112,0.011573475,0.012253208,0.012630209,0.012959671,0.013539079,0.014271863,0.015027867,0.015831556,0.016636303,0.017341809,0.017911736,0.018363628,0.018706603,0.018914831,0.018951316,0.018798125,0.018471259,0.018021068,0.017501428,0.016917828,0.016242949,0.01570544,0.015742548,0.016137064,0.016636593,0.017155739,0.017587727,0.017836905,0.017840254,0.017557737,0.016920154,0.015592886,0.014708805,0.01507496,0.014715465,0.013933664,0.012869671,0.011674857,0.010660914,0.010106341,0.009878742,0.00973455,0.009639366,0.009541662,0.009377337
"Dde",530,192000,"none","HF_20100917_223408.wav","HF_20100917_223408.wav",136,4,69,16.0650322,0,0.004155663,0.002912671,0.00393709,0.005102202,0.005793056,0.006507552,0.007451756,0.008572644,0.009586878,0.010494698,0.011215004,0.011632441,0.011798958,0.011804072,0.011714209,0.011661355,0.011776549,0.012261046,0.012851603,0.013326922,0.013831566,0.014365172,0.014757377,0.015196038,0.015788245,0.016422011,0.016893226,0.017252295,0.017374817,0.017569547,0.017927585,0.0180986,0.018032781,0.018001064,0.017971074,0.017790616,0.017362569,0.016814821,0.016274782,0.015676165,0.015361261,0.0152206,0.015130933,0.015019369,0.014834761,0.014669763,0.014421349,0.014042548,0.013601692,0.013556231,0.013607928,0.013506135,0.013316784,0.01333162,0.013392231,0.013329786,0.013086617,0.012820484,0.0126433,0.012321463,0.011993076,0.01165987,0.011219358,0.010845339,0.010480401,0.010305358,0.010033778,0.009911794,0.009910655,0.010016198,0.010045185,0.009905325,0.00971425,0.009195737,0.008679094,0.008432102,0.008379973,0.008499232,0.008428151,0.008425555,0.008747994
"Dde",530,192000,"none","HF_20100917_223408.wav","HF_20100917_223408.wav",24,4,3,13.25231389,0,0.008138985,0.007474584,0.006088158,0.004920303,0.003972806,0.003848876,0.005165864,0.006988699,0.008136549,0.008877935,0.010132885,0.011694367,0.013030094,0.014176577,0.015116786,0.015737399,0.015993646,0.015937638,0.015709401,0.01539876,0.014912972,0.014095663,0.012771056,0.010426126,0.008097496,0.009553832,0.01157811,0.011974965,0.012123549,0.015103811,0.017501437,0.018833039,0.019558534,0.019811021,0.019631764,0.019002548,0.017838524,0.01590403,0.011863483,0.008635397,0.01326479,0.016693229,0.018401236,0.019312667,0.019686627,0.019687706,0.019493235,0.019299916,0.019198036,0.019075753,0.018716323,0.017888961,0.016284829,0.012885467,0.009322614,0.010684044,0.012161483,0.012193542,0.011074929,0.008128114,0.006239246,0.008929872,0.010120583,0.010858215,0.011288489,0.011291308,0.010747377,0.009335445,0.007897046,0.009035912,0.010004058,0.00978698,0.008714644,0.007137085,0.006405113,0.007239334,0.00829808,0.008980643,0.009341116,0.009526214,0.009612067
"Dde",530,192000,"none","HF_20100917_223408.wav","HF_20100917_223408.wav",888,4,4,22.06822198,0,0.005209104,0.005195442,0.004718469,0.003180136,0.001967014,0.003435513,0.004938596,0.00521687,0.005006857,0.00503424,0.005813153,0.00731924,0.008564878,0.009506183,0.010252198,0.010833322,0.01128918,0.011669408,0.011998814,0.01229618,0.012575462,0.012819444,0.012999015,0.013084132,0.013000141,0.012423439,0.011886144,0.01292016,0.013685819,0.014051467,0.014362657,0.014772976,0.015278963,0.015789731,0.016228552,0.016559974,0.016780191,0.016903725,0.016950211,0.016933612,0.016859412,0.01673015,0.016552078,0.016331596,0.016060136,0.015714885,0.015294157,0.014863824,0.014566169,0.014513189,0.014656741,0.014868387,0.015057774,0.015168251,0.015163765,0.015033413,0.014787758,0.014446637,0.014038723,0.013643394,0.013382637,0.013281748,0.013271937,0.013294495,0.013309776,0.013291071,0.013232238,0.013151286,0.013067494,0.012968461,0.012808914,0.012526393,0.012041032,0.011243747,0.009977584,0.00948115,0.010649037,0.011755398,0.01263687,0.013262261,0.013565423
"Dde",530,192000,"none","HF_20100917_221931.wav","HF_20100917_221931.wav",858,4,17,12.19745703,0,0.004026395,0.003309866,0.002323322,0.001273067,0.000599025,0.000383324,0.001537105,0.002679153,0.003632329,0.004583039,0.005277411,0.005578162,0.005752026,0.00588168,0.006329907,0.006599178,0.007252994,0.00814377,0.008705873,0.009000481,0.009019172,0.009194174,0.00961667,0.010707834,0.011957725,0.012663334,0.012874544,0.013107178,0.013609303,0.013936904,0.014134257,0.014282272,0.014327939,0.014120823,0.013498618,0.013364533,0.014027597,0.014610495,0.015067675,0.015430691,0.015658189,0.01572276,0.015883299,0.016407872,0.016832383,0.017013101,0.016939422,0.016397567,0.01607217,0.016656168,0.016970554,0.017201738,0.017326956,0.017242625,0.016916902,0.01622088,0.016017203,0.016120402,0.01610151,0.01596936,0.015534175,0.014763164,0.015100368,0.015803065,0.016255936,0.016671219,0.017047337,0.017294925,0.017316504,0.017043851,0.016481207,0.015859946,0.015487207,0.015187502,0.014798876,0.01429409,0.013478051,0.012395679,0.011751802,0.012394085,0.012950107
"Dde",530,192000,"none","HF_20100917_223408.wav","HF_20100917_223408.wav",139,4,59,18.66204039,0,0.005726781,0.005367682,0.00610828,0.006960849,0.007652239,0.008458129,0.009024555,0.009526388,0.010061735,0.010572545,0.011016188,0.011125755,0.011055805,0.010922892,0.010831136,0.010924251,0.011196435,0.011700873,0.012028184,0.012092403,0.01216432,0.012410902,0.01274808,0.013224974,0.013621372,0.013947735,0.014197219,0.014469899,0.01449305,0.014524767,0.014851107,0.015061096,0.015081815,0.015235829,0.01554902,0.015781371,0.015752559,0.015536685,0.01519371,0.014839419,0.01477657,0.014936886,0.014947341,0.014887315,0.014677232,0.014572819,0.014534593,0.014348317,0.014029987,0.013912149,0.013552376,0.01339844,0.013497748,0.013504241,0.013469321,0.013513257,0.01328993,0.013028695,0.012961776,0.01289915,0.012559071,0.012480588,0.012334209,0.012083018,0.011931595,0.011929989,0.011773209,0.011593908,0.011532493,0.011645312,0.011579856,0.011432724,0.011304543,0.010838991,0.010516623,0.010506566,0.010567846,0.01074515,0.010861337,0.010946627,0.01106017
"Dde",530,192000,"none","HF_20100917_221931.wav","HF_20100917_221931.wav",847,4,5,12.74633518,0,0.007516191,0.003695311,0.00101722,0.001782865,0.004238779,0.006022528,0.005684665,0.005846987,0.007564856,0.007752885,0.007373615,0.00809255,0.009023834,0.009859864,0.010218393,0.009789973,0.008894654,0.008115711,0.007275927,0.006560678,0.007853254,0.009815452,0.011675609,0.013046499,0.014283312,0.016306828,0.018375035,0.019894469,0.021025986,0.021917626,0.022663665,0.023313826,0.0238857,0.024377481,0.024775248,0.025062613,0.025232991,0.025292966,0.025250972,0.025102376,0.024828425,0.024407871,0.023820357,0.023033519,0.021992816,0.020622416,0.018807052,0.016445099,0.014569519,0.013459371,0.011336845,0.010353262,0.009711037,0.008388953,0.008321688,0.00674198,0.005575732,0.007908018,0.009504036,0.010030334,0.009824414,0.009794423,0.00975238,0.008753875,0.007818179,0.008066572,0.009565465,0.010651217,0.010629502,0.010236403,0.009165478,0.007397463,0.006777341,0.00707675,0.007247022,0.006941076,0.007056365,0.007642237,0.007269795,0.006190486,0.006805835
"Dde",530,192000,"none","HF_20100917_223408.wav","HF_20100917_223408.wav",133,4,36,18.59988867,0,0.006450249,0.00457906,0.004028627,0.004846693,0.006173546,0.00746549,0.008731959,0.00985794,0.010749704,0.011556,0.012072481,0.012312714,0.01238977,0.012411022,0.012353586,0.012216961,0.012028607,0.011884415,0.011996684,0.012079649,0.012155346,0.012542896,0.013051453,0.013695428,0.01450205,0.015236734,0.015848509,0.016386047,0.016816637,0.017139559,0.017360137,0.01748123,0.017527373,0.017497248,0.017442877,0.017339034,0.01709876,0.016755397,0.016506552,0.016359118,0.016198475,0.0161166,0.016102193,0.01598265,0.01566733,0.015257457,0.014706401,0.014055507,0.013613464,0.013572352,0.013270478,0.012856538,0.012673449,0.012615783,0.012417179,0.012007133,0.011781214,0.011695145,0.01149991,0.01127743,0.011289241,0.011299124,0.011109918,0.010693884,0.010288896,0.010160628,0.010240647,0.01034742,0.010426714,0.010531705,0.010675956,0.010383019,0.009965819,0.009836466,0.009752399,0.009621074,0.009314568,0.009037034,0.008783947,0.008760366,0.009186941
"Dde",530,192000,"none","HF_20100917_223408.wav","HF_20100917_223408.wav",68,4,4,17.10832779,0,0.001578267,0.00172939,0.003067396,0.002272122,0.002231642,0.003992602,0.003916972,0.001838885,0.001362183,0.002836887,0.00371118,0.004535359,0.005992799,0.007478122,0.008419548,0.009305287,0.010468318,0.011203198,0.011385275,0.011297546,0.01108802,0.010132775,0.010027256,0.011682497,0.01288032,0.013791228,0.014470671,0.0149826,0.015352699,0.015581641,0.015648807,0.015514523,0.015136498,0.014498111,0.0138274,0.013772795,0.014509123,0.015525711,0.016399454,0.016922067,0.016999369,0.016633258,0.015937147,0.015144991,0.014284508,0.01345605,0.013946657,0.015025064,0.015834722,0.016412938,0.016705663,0.01666646,0.016301445,0.015866657,0.015905448,0.016209607,0.016328863,0.016377368,0.016536892,0.01666581,0.016636269,0.016489348,0.016287594,0.016055375,0.015755015,0.015306889,0.01468208,0.013979184,0.013353899,0.013471294,0.014017496,0.014115151,0.013811085,0.013371053,0.013030459,0.01280439,0.012582779,0.012040911,0.011448058,0.011510822,0.011644758
"Dde",530,192000,"none","HF_20100917_221931.wav","HF_20100917_221931.wav",876,4,3,23.43993484,0,0.004511399,0.005287816,0.004936845,0.005154516,0.006875295,0.007406452,0.007754653,0.008674262,0.008637442,0.008068847,0.009207354,0.010688302,0.011589788,0.012185792,0.012503547,0.012551428,0.012341815,0.011871874,0.011182851,0.010571207,0.010577574,0.01122364,0.012006164,0.012638227,0.013067451,0.013331507,0.013479654,0.013516674,0.013398071,0.013061674,0.012471562,0.011756774,0.011263857,0.011012016,0.010720182,0.010261745,0.009687347,0.00962259,0.010361943,0.011019984,0.011389758,0.011548975,0.011578861,0.011632477,0.011756943,0.011780041,0.011538575,0.0111974,0.0113002,0.011900106,0.012611808,0.013272164,0.013846123,0.014310557,0.014656,0.014913901,0.01514243,0.01538155,0.015629405,0.015861122,0.01605308,0.016189344,0.016257783,0.016244223,0.016128251,0.015881638,0.015468778,0.014856725,0.014100524,0.013525776,0.013332166,0.013390513,0.013813465,0.01448636,0.015135617,0.015671004,0.01607569,0.016342171,0.016469166,0.016463972,0.016385237
"Dde",530,192000,"none","HF_20100917_223408.wav","HF_20100917_223408.wav",32,4,35,12.0212058,0,0.005552382,0.004417197,0.003135073,0.00194275,0.000751497,0.001048449,0.002333767,0.003782222,0.005113887,0.006265171,0.007332524,0.00810643,0.008176829,0.008121693,0.008403009,0.009022858,0.009706175,0.010299546,0.010833633,0.011395972,0.011804801,0.012060366,0.012751871,0.013709659,0.014255359,0.014553442,0.014833634,0.015033557,0.01526241,0.015417637,0.015412878,0.015347746,0.015258888,0.015260156,0.015137792,0.015013238,0.01508106,0.015210658,0.015565133,0.015986407,0.016301545,0.016649765,0.016681441,0.016620518,0.016651265,0.016701549,0.016656984,0.016465926,0.016527864,0.0167035,0.016741185,0.016737526,0.016506251,0.01638286,0.016270932,0.015930613,0.015429188,0.014767196,0.014057557,0.013793105,0.014051879,0.014222763,0.014349357,0.014502188,0.014372632,0.014200643,0.014436785,0.014603702,0.014291337,0.013816733,0.013341779,0.012636733,0.011883304,0.011311637,0.010700951,0.010246812,0.009875906,0.009711166,0.009268655,0.008744699,0.008155813
"Dde",530,192000,"none","HF_20100917_221931.wav","HF_20100917_221931.wav",842,4,9,12.31922986,0,0.004264845,0.003432617,0.002750335,0.002521656,0.002374686,0.002819954,0.002740747,0.002247455,0.002255535,0.002504791,0.002830869,0.003365381,0.004235829,0.005156754,0.005765203,0.006527545,0.007800019,0.008935406,0.009722425,0.010236274,0.010560511,0.010731839,0.010806932,0.010868733,0.010946039,0.01095684,0.010777427,0.010459722,0.010389587,0.010944882,0.011723889,0.012343932,0.012874383,0.013329078,0.013679125,0.014013085,0.014343411,0.014614713,0.014967971,0.015405516,0.015708927,0.015811033,0.015746683,0.015573328,0.01535099,0.015159892,0.015520929,0.016264417,0.016835225,0.017235813,0.01749827,0.017630657,0.017634324,0.017510579,0.017266748,0.016923432,0.016538942,0.016264933,0.016243721,0.016380072,0.016524062,0.016649913,0.016757646,0.016829975,0.016862725,0.016861797,0.016823669,0.016737995,0.016601134,0.016417249,0.016186891,0.015913091,0.015668243,0.015581808,0.015580887,0.015485398,0.01523683,0.014874822,0.014463417,0.014002013,0.013615579
"Dde",530,192000,"none","HF_20100917_221931.wav","HF_20100917_221931.wav",822,4,5,19.12502892,0,0.001184169,0.001066965,0.003169454,0.004843335,0.00685576,0.00799282,0.008879079,0.009570636,0.009929125,0.010036399,0.010013144,0.009929267,0.009866492,0.009839628,0.009649352,0.009192635,0.008942682,0.009348355,0.010298305,0.011413101,0.012558967,0.013694408,0.014783367,0.015766908,0.016582294,0.01719953,0.017636416,0.017939635,0.018131167,0.01818007,0.018028368,0.017608674,0.017159865,0.017202463,0.017305982,0.017200778,0.017037661,0.016996263,0.017124,0.017298209,0.01736992,0.017272193,0.017084478,0.01700212,0.017015169,0.016959593,0.016783534,0.016493123,0.016099215,0.015612336,0.014991679,0.014014846,0.013597274,0.014229776,0.014453029,0.014365617,0.013993512,0.013264756,0.012019136,0.011675089,0.012041266,0.012010683,0.011844776,0.011652296,0.011461186,0.011226086,0.010909576,0.010513633,0.009988751,0.009277557,0.008932885,0.008657624,0.008088798,0.007105632,0.006123684,0.006457153,0.006884134,0.007466016,0.008400069,0.009323391,0.009882682
"Dde",530,192000,"none","HF_20100917_223408.wav","HF_20100917_223408.wav",124,4,21,15.29475329,0,0.003370771,0.00301547,0.002520296,0.001538968,0.000491928,0.000992951,0.001472374,0.001744463,0.001785649,0.001882922,0.002412806,0.002584871,0.00265463,0.002924437,0.003078986,0.004174519,0.005432763,0.006041501,0.005527011,0.005333616,0.006152696,0.006775677,0.007574256,0.008575237,0.009732089,0.011358474,0.012359492,0.013331331,0.014430744,0.015510247,0.016275492,0.016637171,0.016731887,0.017291198,0.017850568,0.018029735,0.018053819,0.018343113,0.018809132,0.018995639,0.018762856,0.018430654,0.018434218,0.018246835,0.01804046,0.017800194,0.017507014,0.017343366,0.017641976,0.017987878,0.018070826,0.017906559,0.017433596,0.017123684,0.017140992,0.016856412,0.016435018,0.016171805,0.016154924,0.01586562,0.015416598,0.015050072,0.014592046,0.014544101,0.014785383,0.014916765,0.014936861,0.014828295,0.014665609,0.015061847,0.01556908,0.015707746,0.015508604,0.015083351,0.014720864,0.014415477,0.014058319,0.013826525,0.013810628,0.013663548,0.013684466
"Dde",530,192000,"none","HF_20100917_221931.wav","HF_20100917_221931.wav",918,4,14,15.83198522,0,0.004608551,0.003694248,0.002722637,0.001957968,0.000864707,0.001036915,0.002913712,0.004977539,0.006476803,0.007628425,0.008496038,0.009108647,0.009468179,0.009766927,0.010014512,0.009969583,0.009998024,0.010148197,0.010184907,0.010239614,0.010267709,0.010318969,0.010768441,0.011313129,0.011656121,0.01183462,0.011929955,0.012009765,0.012055823,0.011970894,0.011743376,0.011520628,0.011214228,0.01127213,0.011417714,0.011251741,0.011315509,0.01180954,0.012544351,0.013268782,0.013838093,0.014185152,0.014290153,0.014500122,0.014826,0.015081779,0.015402746,0.015774677,0.016192919,0.016588284,0.016860757,0.016971461,0.016940328,0.016846035,0.016735449,0.016613084,0.016494063,0.016353552,0.016333546,0.016551925,0.016876662,0.017184127,0.017377567,0.017435044,0.017410847,0.017375521,0.017295606,0.017120429,0.016841312,0.01645838,0.015962817,0.015323061,0.014638285,0.014168509,0.013742519,0.013258869,0.012773014,0.01232442,0.011862602,0.011125043,0.010305683
"Dde",530,192000,"none","HF_20100917_221931.wav","HF_20100917_221931.wav",810,4,12,40.51008147,0,0.008060752,0.008191647,0.008370707,0.008607424,0.008597313,0.008808707,0.009094131,0.009610014,0.010065496,0.010298641,0.010493111,0.010734705,0.010979964,0.011075143,0.011018687,0.011099137,0.011378059,0.011737393,0.011958747,0.011989365,0.012230548,0.012686368,0.012999582,0.013128054,0.013198265,0.01330415,0.013457199,0.013705074,0.013958186,0.01414968,0.014252694,0.014451842,0.014637368,0.014691047,0.014703682,0.014521296,0.014424106,0.014587327,0.014710854,0.014659108,0.014406198,0.014187395,0.013904203,0.013650513,0.013497402,0.013400496,0.013479932,0.013652761,0.013708355,0.013713587,0.013530014,0.013606417,0.01363485,0.013563386,0.013477185,0.0132619,0.012981558,0.012797225,0.012691622,0.012583055,0.012561492,0.012369998,0.012184188,0.012343097,0.012372712,0.012206018,0.012053081,0.01208532,0.012116037,0.012053717,0.011898666,0.011622314,0.011503364,0.011536142,0.011398281,0.011505418,0.011626389,0.01172358,0.011769584,0.011504894,0.011212084
"Dde",530,192000,"none","HF_20100917_221931.wav","HF_20100917_221931.wav",872,4,12,15.95052688,0,0.005261408,0.003782868,0.003007495,0.00280222,0.002984767,0.00288267,0.002992666,0.003417867,0.003699859,0.004675597,0.006045546,0.007514745,0.008518454,0.008913864,0.00944556,0.010083634,0.010462646,0.010468203,0.010177452,0.009765989,0.009973889,0.010752978,0.011474825,0.012411565,0.013224298,0.013782055,0.014209155,0.014527207,0.01470763,0.014796304,0.01489818,0.015048901,0.015235884,0.015381535,0.015447594,0.015393211,0.01519636,0.014935443,0.014808591,0.014943152,0.015195722,0.015415946,0.015596902,0.015641614,0.015461144,0.015045677,0.014629707,0.014736076,0.015239757,0.015609632,0.015894906,0.016132314,0.016208708,0.016044794,0.015662796,0.015307589,0.015206385,0.015100947,0.014888827,0.014574601,0.014045539,0.013362185,0.013387872,0.013552452,0.013433566,0.013695763,0.014263248,0.014465596,0.014239263,0.013962081,0.014209778,0.014171538,0.01378617,0.013290279,0.012905052,0.01277648,0.012827431,0.012927445,0.012986517,0.013013208,0.013052231
"Ggr",105,96000,"none","2009-06-25a.WAV","2009-06-25a.WAV",1612,4,10,16.56315289,0,0.004110164,0.003682858,0.003097493,0.003321127,0.004773899,0.005437434,0.006244703,0.006509827,0.005418788,0.003966353,0.003025572,0.00278861,0.00126832,0.00204523,0.003248601,0.0025596,0.003467515,0.003561523,0.003861906,0.004959812,0.005136021,0.005087663,0.005025732,0.004157778,0.002921969,0.003804133,0.006173642,0.00628088,0.007400922,0.009882082,0.011517722,0.010699153,0.008048225,0.00809406,0.007613766,0.006152745,0.00757287,0.010357396,0.013449019,0.015807986,0.014940053,0.011713132,0.010928346,0.010363977,0.008798659,0.007383605,0.008465573,0.008895277,0.010633036,0.013417306,0.01455441,0.013593746,0.012816817,0.013008935,0.012966454,0.013190815,0.013223977,0.014431981,0.015048959,0.017194534,0.019752731,0.020436819,0.02232307,0.025033029,0.024892399,0.024829834,0.025021118,0.025300153,0.026024331,0.026820485,0.026422685,0.026336901,0.025918014,0.025908437,0.026119438,0.024979173,0.024140511,0.024384498,0.024951788,0.02583932,0.026462576
"Ggr",105,96000,"none","2009-06-25a.WAV","2009-06-25a.WAV",1791,4,34,15.23320361,0,0.004983411,0.004043154,0.001988025,0.00143999,0.003467589,0.004565785,0.004188282,0.004247311,0.003831408,0.003771764,0.002976904,0.00266612,0.002711514,0.002889098,0.002045529,0.000929112,0.002038668,0.002792761,0.002733347,0.001888752,0.001802626,0.001663523,0.000922141,0.001100271,0.001698028,0.002053062,0.003477405,0.004319256,0.007115109,0.008872622,0.008102807,0.007480135,0.005948715,0.004980743,0.004559105,0.005046014,0.00729638,0.008419985,0.009326584,0.010224463,0.010248899,0.008745505,0.007835854,0.006661635,0.00769022,0.009750705,0.012282317,0.014501745,0.017329136,0.018540977,0.018676241,0.018119282,0.016758493,0.014893364,0.014034369,0.014664085,0.015839595,0.018340284,0.019545349,0.020220409,0.021879133,0.024166719,0.025924182,0.025432687,0.022934874,0.021609732,0.021808305,0.023133075,0.024853291,0.025819099,0.026235648,0.027101772,0.028955497,0.029233224,0.028631168,0.027434258,0.026686966,0.027607229,0.02860647,0.030726033,0.031934676
"Ggr",105,96000,"none","2009-06-25a.WAV","2009-06-25a.WAV",567,4,45,8.517158639,0,0.00777891,0.008076728,0.007493538,0.007219598,0.006327959,0.00443314,0.004719882,0.006113624,0.006602427,0.006827826,0.007755455,0.007647921,0.008833774,0.00977019,0.009974957,0.009753006,0.008813492,0.008736902,0.009529134,0.009180562,0.008912319,0.009670978,0.008146449,0.006512364,0.006064377,0.006843339,0.008099275,0.009145949,0.010509691,0.007703468,0.007262094,0.009891751,0.010864959,0.011963809,0.011036994,0.009805433,0.008813366,0.007838573,0.009023352,0.010782388,0.012617557,0.014556381,0.016672158,0.015449172,0.010443914,0.00758416,0.008386995,0.008760124,0.007378631,0.00524192,0.006481328,0.009495415,0.012427953,0.012739879,0.009774551,0.007113134,0.007403196,0.008395194,0.009291567,0.010365593,0.011351,0.01067408,0.00957487,0.012889508,0.017652058,0.020307134,0.022257092,0.022519687,0.022305023,0.021856369,0.0207301,0.023240483,0.027150523,0.029819759,0.030849438,0.029228783,0.026188385,0.025606446,0.025412772,0.026778757,0.028548962
"Ggr",105,96000,"none","2009-06-25a.WAV","2009-06-25a.WAV",166,4,37,7.669282986,0,0.008735485,0.008772312,0.006688668,0.006188823,0.007813031,0.00900406,0.008356002,0.006582648,0.007134027,0.007383368,0.00656553,0.006947241,0.007882612,0.009173508,0.008661693,0.008858929,0.008126994,0.007765073,0.007858697,0.009838529,0.010079282,0.009790404,0.007870092,0.008073305,0.006838905,0.007276836,0.008526377,0.008251531,0.008646146,0.011338388,0.0113379,0.01230523,0.012141735,0.01065822,0.009933589,0.010150657,0.009602147,0.009813666,0.008034284,0.008514986,0.009732644,0.01033529,0.008777519,0.009181731,0.009431442,0.005708805,0.005398384,0.005196594,0.006211586,0.007075555,0.006956667,0.006322485,0.005397944,0.006089802,0.006046428,0.009384463,0.009058473,0.009704077,0.010163921,0.009049968,0.008949713,0.011920451,0.014894087,0.017702358,0.019530409,0.021794314,0.02113507,0.020695135,0.021666222,0.023795869,0.027745574,0.030841838,0.031156315,0.031053708,0.031558243,0.030552145,0.029174671,0.026203799,0.024624696,0.024317159,0.027943538
"Ggr",105,96000,"none","2009-06-25a.WAV","2009-06-25a.WAV",1571,4,5,12.60102755,0,0.004870491,0.005526418,0.004338077,0.004817094,0.005378872,0.004908306,0.005490713,0.00425206,0.002449238,0.00407876,0.004652367,0.006293783,0.007112062,0.005783462,0.005342167,0.003549608,0.004837046,0.005793795,0.002153351,0.002707757,0.004633295,0.00366094,0.002154647,0.001639903,0.001725605,0.004631605,0.007256288,0.009815362,0.007243861,0.007159475,0.008605758,0.006576027,0.007396398,0.008115633,0.007759588,0.007472323,0.009566302,0.013096045,0.01321189,0.012863921,0.016557216,0.017361325,0.013065074,0.00876665,0.008450953,0.006905454,0.006366688,0.009768368,0.011995714,0.013791415,0.013957124,0.013533641,0.012715696,0.010750145,0.01150242,0.010723973,0.009962469,0.012611842,0.01223256,0.015064509,0.016601293,0.018293389,0.020725454,0.023714283,0.023299297,0.022631167,0.023078613,0.024508514,0.026119154,0.026411214,0.02611997,0.027077566,0.02917011,0.030233184,0.029116962,0.026775852,0.025215093,0.025774896,0.026810541,0.026847629,0.026472285
